4_bert_hypotheses,"[',', 'он', ')', 'СССР', '—', 'Ленин', '.', 'автор', 'фактически', 'принцип', ':', 'и', 'термин', 'России', ';']"
1_sentence,"Вскоре, однако, встревоженный очередной эпидемией чумы, Винченцо с семьёй уезжают."
2_masked_token,Винченцо
3_masked_sentence,"Вскоре, однако, встревоженный очередной эпидемией чумы, [MASK] с семьёй уезжают."
4_bert_hypotheses,"['они', 'и', 'он', 'вместе', 'она', 'то', 'Питер', 'тот', 'Виктор', 'девушка', 'жена', 'а', 'Александр', 'дети', 'та']"
1_sentence,"Получив положительный отзыв, он пересылает его в Рим."
2_masked_token,Рим
3_masked_sentence,"Получив положительный отзыв, он пересылает его в [MASK]."
4_bert_hypotheses,"['Петербург', 'Москву', 'Париж', 'Лондон', 'Берлин', 'Россию', 'Англию', 'Рим', 'Ватикан', 'Вену', 'Швейцарию', 'Америку', 'Варшаву', 'Германию', 'печать']"
1_sentence,"Хотя в книге нет авторских выводов, сила аргументов в пользу системы Коперника говорит сама за себя."
2_masked_token,Коперника
3_masked_sentence,"Хотя в книге нет авторских выводов, сила аргументов в пользу системы [MASK] говорит сама за себя."
4_bert_hypotheses,"['не', 'ценностей', 'часто', 'управления', 'доказательств', 'всегда', 'оценок', 'образования', 'классификации', 'также', 'аксиом', 'ясно', 'морали', 'оценки', 'познания']"
1_sentence,В довершение всего он сам безрассудно рассылает 30 экземпляров своей книги влиятельным духовным лицам в Риме.
2_masked_token,Риме
3_masked_sentence,В довершение всего он сам безрассудно рассылает 30 экземпляров своей книги влиятельным духовным лицам в [MASK].
4_bert_hypotheses,"['Англии', 'Европе', 'Америке', 'США', 'Риме', 'Лондоне', 'Индии', 'Ватикане', 'Китае', 'мире', 'стране', 'Константинополе', 'России', 'церкви', 'Италии']"
1_sentence,"Историки отмечают такие характерные черты Урбана, как деспотизм, упрямство и невероятное самомнение."
2_masked_token,Урбана
3_masked_sentence,"Историки отмечают такие характерные черты [MASK], как деспотизм, упрямство и невероятное самомнение."
4_bert_hypotheses,"['классицизма', 'романа', 'романтизма', 'общества', 'заговора', 'жанра', 'движения', 'Наполеона', 'героя', 'Смита', 'личности', 'восстания', 'христианства', 'стиля', 'персонажа']"
1_sentence,"Историки исследовали вопрос, применялась ли к Галилею пытка в период заключения."
2_masked_token,Галилею
3_masked_sentence,"Историки исследовали вопрос, применялась ли к [MASK] пытка в период заключения."
4_bert_hypotheses,"['ним', 'заключенным', 'нему', 'заключённым', 'евреям', 'арестованным', 'ней', 'обвиняемым', 'задержанным', 'осужденным', 'преступникам', 'женщинам', 'животным', 'им', 'пыткам']"
1_sentence,"Документы процесса опубликованы Ватиканом не полностью, а то, что увидело свет, возможно, подверглось предварительному редактированию."
2_masked_token,Ватиканом
3_masked_sentence,"Документы процесса опубликованы [MASK] не полностью, а то, что увидело свет, возможно, подверглось предварительному редактированию."
4_bert_hypotheses,"['были', 'далеко', 'пока', 'здесь', 'там', 'уже', 'официально', 'будут', 'ими', 'им', 'явно', 'также', 'было', 'еще', 'вовсе']"
1_sentence,"Основными были два вопроса: сознательно ли Галилей нарушил эдикт 1616 года, и раскаивается ли он в содеянном."
2_masked_token,Галилей
3_masked_sentence,"Основными были два вопроса: сознательно ли [MASK] нарушил эдикт 1616 года, и раскаивается ли он в содеянном."
4_bert_hypotheses,"['он', 'король', 'кардинал', 'герцог', 'епископ', 'суд', 'человек', 'судья', 'император', 'священник', 'обвиняемый', 'папа', 'архиепископ', 'тот', 'Филипп']"
1_sentence,После оглашения приговора Галилей на коленях произнёс предложенный ему текст отречения.
2_masked_token,Галилей
3_masked_sentence,После оглашения приговора [MASK] на коленях произнёс предложенный ему текст отречения.
4_bert_hypotheses,"['он', ',', 'обвиняемый', 'подсудимый', 'осужденный', 'священник', 'судья', 'заключенный', 'президент', 'Ходорковский', 'император', 'преступник', 'понтифик', 'епископ', 'прокурор']"
1_sentence,"В первые годы ему запрещено было принимать гостей под страхом перевода в тюрьму; впоследствии режим был несколько смягчён, и друзья смогли навещать Галилея - правда, не более чем по одному."
2_masked_token,Галилея
3_masked_sentence,"В первые годы ему запрещено было принимать гостей под страхом перевода в тюрьму; впоследствии режим был несколько смягчён, и друзья смогли навещать [MASK] - правда, не более чем по одному."
4_bert_hypotheses,"['его', 'их', 'писателя', 'мальчика', 'сына', 'короля', 'друга', 'священника', 'себя', 'поэта', 'него', 'семью', 'отца', 'Джона', 'родственников']"
1_sentence,Инквизиция следила за пленником до конца его жизни; даже при кончине Галилея присутствовали два её представителя.
2_masked_token,Галилея
3_masked_sentence,Инквизиция следила за пленником до конца его жизни; даже при кончине [MASK] присутствовали два её представителя.
4_bert_hypotheses,"['инквизиции', 'его', 'не', 'преступника', 'священника', 'испанца', 'судьи', 'ее', 'королевы', 'последнего', 'иезуитов', 'обвиняемой', 'убийцы', 'пленника', 'принцессы']"
1_sentence,"Отметим, что в протестантской Голландии издание ""Диалога"" продолжалось (первая публикация: 1635 год, в переводе на латинский)."
2_masked_token,Голландии
3_masked_sentence,"Отметим, что в протестантской [MASK] издание ""Диалога"" продолжалось (первая публикация: 1635 год, в переводе на латинский)."
4_bert_hypotheses,"['странах', 'времена', 'церквях', 'церкви', 'государствах', 'церквах', 'изданиях', 'школах', 'годы', 'общинах', 'землях', 'языках', 'традиции', 'период', 'традициях']"
1_sentence,"В письме 30 января 1638 года Галилей заявляет:Я не прекращаю, даже в охватившей меня темноте, строить рассуждения по поводу то одного, то другого явления природы, и я не смог бы дать своему беспокойному уму отдыха, даже если бы пожелал того."
2_masked_token,Галилей
3_masked_sentence,"В письме 30 января 1638 года [MASK] заявляет: Я не прекращаю, даже в охватившей меня темноте, строить рассуждения по поводу то одного, то другого явления природы, и я не смог бы дать своему беспокойному уму отдыха, даже если бы пожелал того."
4_bert_hypotheses,"['он', 'учёный', ',', 'она', 'Руссо', 'Пушкин', 'Лейбниц', 'Жуковский', 'тот', 'философ', 'Вольтер', 'автор', 'прямо', 'ему', 'Гёте']"
1_sentence,"Фактически содержание книги представляет собой разгром аристотелевой динамики; взамен Галилей выдвигает свои принципы движения, проверенные на опыте."
2_masked_token,Галилей
3_masked_sentence,"Фактически содержание книги представляет собой разгром аристотелевой динамики; взамен [MASK] выдвигает свои принципы движения, проверенные на опыте."
4_bert_hypotheses,"['он', 'автор', 'она', 'учёный', 'философ', 'оно', 'герой', 'механик', 'исследователь', 'Аристотель', 'сам', 'писатель', 'же', 'читатель', 'философия']"
1_sentence,"Бросая вызов инквизиции, Галилей вывел в новой книге тех же трёх персонажей, что и в запрещённом ранее ""Диалоге о двух главнейших системах мира""."
2_masked_token,Галилей
3_masked_sentence,"Бросая вызов инквизиции, [MASK] вывел в новой книге тех же трёх персонажей, что и в запрещённом ранее ""Диалоге о двух главнейших системах мира""."
4_bert_hypotheses,"['он', 'автор', 'писатель', 'Достоевский', 'Ньютон', 'Данте', 'Галилей', 'философ', 'Толстой', 'Бэкон', 'Гоголь', 'поэт', 'Булгаков', 'Франциск', 'последний']"
1_sentence,"В мае 1636 года учёный ведёт переговоры об издании своего труда в Голландии, а затем тайно переправляет туда рукопись."
2_masked_token,Голландии
3_masked_sentence,"В мае 1636 года учёный ведёт переговоры об издании своего труда в [MASK], а затем тайно переправляет туда рукопись."
4_bert_hypotheses,"['Риме', 'Венеции', 'Неаполе', 'Париже', 'Италии', 'Болонье', 'Милане', 'Лондоне', 'Падуе', 'Вене', 'Испании', 'Ватикане', 'Мадриде', 'Англии', 'Перу']"
1_sentence,"При этом ему под страхом тюрьмы было запрещено выходить из дома и обсуждать ""про`клятое мнение"" о движении Земли."
2_masked_token,Земли
3_masked_sentence,"При этом ему под страхом тюрьмы было запрещено выходить из дома и обсуждать ""про`клятое мнение ""о движении [MASK]."
4_bert_hypotheses,"['сопротивления', 'Сопротивления', 'террористов', 'ХАМАС', 'боевиков', 'скинхедов', 'протеста', 'движения', 'нацистов', 'мусульман', 'беженцев', 'сепаратистов', 'поездов', 'мигрантов', 'профсоюзов']"
1_sentence,"Однако спустя несколько месяцев, после появления нидерландского издания ""Бесед…"", разрешение было отменено, и учёному предписали вернуться в Арчетри."
2_masked_token,Арчетри
3_masked_sentence,"Однако спустя несколько месяцев, после появления нидерландского издания ""Бесед …"", разрешение было отменено, и учёному предписали вернуться в [MASK]."
4_bert_hypotheses,"['Англию', 'Париж', 'Россию', 'Лондон', 'Германию', 'Нидерланды', 'США', 'Европу', 'Берлин', 'Амстердам', 'Москву', 'Италию', 'Вену', 'Лейден', 'Петербург']"
1_sentence,Позже единственный внук Галилея тоже постригся в монахи и сжёг хранившиеся у него бесценные рукописи учёного как богопротивные.
2_masked_token,Галилея
3_masked_sentence,Позже единственный внук [MASK] тоже постригся в монахи и сжёг хранившиеся у него бесценные рукописи учёного как богопротивные.
4_bert_hypotheses,"['##и', '##ы', '##ов', 'его', ',', 'Иван', '##е', 'последнего', 'ученого', '##х', '##ей', 'Дмитрий', '##ик', '##я', 'и']"
1_sentence,Он был последним представителем рода Галилеев.
2_masked_token,Галилеев
3_masked_sentence,Он был последним представителем рода [MASK].
4_bert_hypotheses,"['Романовых', 'Кастро', 'Гримальди', 'Габсбургов', 'Радзивиллов', 'Медичи', 'правителей', 'Гонзага', 'кошачьих', 'Рюриковичей', 'и', 'Бурбонов', 'графов', 'Колонна', 'Фарнезе']"
1_sentence,"Иногда из-за недостатка научных данных Галилей ошибался (например, в вопросах о форме планетных орбит, природе комет или причинах приливов), но в подавляющем большинстве случаев его метод приводил к цели."
2_masked_token,Галилей
3_masked_sentence,"Иногда из-за недостатка научных данных [MASK] ошибался (например, в вопросах о форме планетных орбит, природе комет или причинах приливов), но в подавляющем большинстве случаев его метод приводил к цели."
4_bert_hypotheses,"['он', 'метод', 'часто', ',', 'и', 'неоднократно', 'иногда', 'многократно', 'или', 'нередко', 'сам', 'сильно', 'не', 'зачастую', 'дважды']"
1_sentence,Научная революция в физике начинается с Галилея.
2_masked_token,Галилея
3_masked_sentence,Научная революция в физике начинается с [MASK].
4_bert_hypotheses,"['ок', 'Дж', 'сер', 'изобретения', 'т', 'э', 'дек', 'математики', 'химии', 'р', '19', 'англ', '1', 'н', 'Декарта']"
1_sentence,В отношении философии природы Галилей был убеждённым рационалистом.
2_masked_token,Галилей
3_masked_sentence,В отношении философии природы [MASK] был убеждённым рационалистом.
4_bert_hypotheses,"['он', ',', 'Дарвин', '—', 'также', 'Кант', 'Маркс', 'учёный', 'не', 'Руссо', 'и', ';', 'Юнг', 'Франк', 'Декарт']"
1_sentence,"Этот научный подход рассматривает Вселенную как гигантский механизм, а сложные природные процессы - как комбинации простейших причин, главная из которых - механическое движение."
2_masked_token,Вселенную
3_masked_sentence,"Этот научный подход рассматривает [MASK] как гигантский механизм, а сложные природные процессы - _ как комбинации простейших причин, главная из которых - механическое движение."
4_bert_hypotheses,"['движение', 'природу', 'себя', 'человека', 'процессы', 'механизмы', 'механику', 'тело', 'механизм', 'разум', 'процесс', 'их', 'науку', 'жизнь', 'организм']"
1_sentence,Анализ механического движения лежит в основе работ Галилея.
2_masked_token,Галилея
3_masked_sentence,Анализ механического движения лежит в основе работ [MASK].
4_bert_hypotheses,"['Дж', 'проф', 'ученого', 'учёного', 'механика', 'К', 'Галилея', 'Д', 'автора', 'Вебера', 'Г', 'Э', 'В', 'Ф', 'А']"
1_sentence,"Для проектирования эксперимента и для осмысления его результатов нужна некоторая предварительная теоретическая модель исследуемого явления, и основой её Галилей считал математику, выводы которой он рассматривал как самое достоверное знание:"
2_masked_token,Галилей
3_masked_sentence,"Для проектирования эксперимента и для осмысления его результатов нужна некоторая предварительная теоретическая модель исследуемого явления, и основой её [MASK] считал математику, выводы которой он рассматривал как самое достоверное знание: Книга природы ""написана на языке математики ""; ""Тот, кто хочет решать вопросы естественных наук без помощи математики, ставит неразрешимую задачу."
4_bert_hypotheses,"['он', 'я', 'задачей', 'автор', 'целью', 'создатель', 'исследователь', '""', 'математики', ',', 'метод', 'науки', '##я', '##ей', 'задач']"
1_sentence,"Таким образом, эффективный путь познания, по мнению Галилея, состоит в сочетании синтетического (в его терминологии, композитивный метод) и аналитического (резолютивный метод), чувственного и абстрактного."
2_masked_token,Галилея
3_masked_sentence,"Таким образом, эффективный путь познания, по мнению [MASK], состоит в сочетании синтетического (в его терминологии, композитивный метод) и аналитического (резолютивный метод), чувственного и абстрактного."
4_bert_hypotheses,"['учёного', 'Фрейда', 'философа', 'ученого', 'Канта', 'автора', 'Фуко', 'Гегеля', 'Ницше', 'Ньютона', 'Рассела', 'исследователя', 'Дарвина', 'Маркса', 'Юнга']"
1_sentence,"Эта позиция, поддержанная Декартом, с этого момента утвердилась в науке."
2_masked_token,Декартом
3_masked_sentence,"Эта позиция, поддержанная [MASK], с этого момента утвердилась в науке."
4_bert_hypotheses,"['им', 'Сталиным', 'Лениным', 'правительством', 'учёными', 'автором', 'церковью', 'Гитлером', 'учеными', 'наукой', 'ими', 'Муссолини', 'учёным', 'Троцким', 'обществом']"
1_sentence,"Физика и механика в те годы изучались по сочинениям Аристотеля, которые содержали метафизические рассуждения о ""первопричинах"" природных процессов."
2_masked_token,Аристотеля
3_masked_sentence,"Физика и механика в те годы изучались по сочинениям [MASK], которые содержали метафизические рассуждения о ""первопричинах"" природных процессов."
4_bert_hypotheses,"['Аристотеля', 'Декарта', 'Канта', 'Лейбница', 'Ломоносова', 'Гегеля', 'Платона', 'Ньютона', 'Гумбольдта', 'Руссо', 'Вольтера', 'философов', 'Галилея', 'Гёте', 'Эйлера']"
1_sentence,"В частности, он заметил, что ускорение свободного падения не зависит от веса тела, таким образом опровергнув первое утверждение Аристотеля."
2_masked_token,Аристотеля
3_masked_sentence,"В частности, он заметил, что ускорение свободного падения не зависит от веса тела, таким образом опровергнув первое утверждение [MASK]."
4_bert_hypotheses,"['Ньютона', 'Аристотеля', 'Пуанкаре', 'Эйнштейна', 'Максвелла', 'Дарвина', 'Декарта', 'Кеплера', 'термодинамики', 'выше', 'Галилея', 'Циолковского', 'Лагранжа', 'Дж', 'Маркса']"
1_sentence,"В своей последней книге Галилей сформулировал правильные законы падения: скорость нарастает пропорционально времени, а путь - пропорционально квадрату времени."
